content,windows
the windows install cd should have a repair option worth trying,1
"sata drivers.. sata drivers...hmm... if you had a vista windows disk perhaps, as it's drivers would be up to date.",1
hi again :d does anyone know how i can repair the filesystem of an ntfs drive without having to go into windows? i've already tried ntfsfix so anyother solutions are welcome... thanks,1
"hmm, don't know if ics/windows firewall does forwarding like that...let me look again",1
windows xp is the gateway,1
windows is only 250hz or so,1
"someone, my grub was upgraded and now my option to boot to windows is gone, how can i find out the root i should config grub to use to boot to windows??",1
in which part have you installe windows,1
a sample entry for windows boot is given,1
"also, they added a friggin' windows key.",1
can windows read ext3?,1
don't expect things to be like windows,1
"i don't care much for windows, but i'm giving my machine away and the new owner doesn't want ubuntu",1
"i have the alternate cd, but i'm going to have to transfer the contents on a windows computer: should a make an .iso, or just drag'n'drop?",1
i just tried to mount a windows drive,1
"i am facing an immense issue concerning connect a windows 7 machine to a ubuntu 12.04 system. i already googled lots about it and found nothing. i wonder if it is a ubuntu question, a windows question or a samba question?",1
have you tried searching for 'ubuntu windows server setup'?,1
"you said that internet explorer crashes, so i assume you're on windows and using internet explorer as a web browser",1
microsoft windows can get viruses and trojans and things like that.,1
"how can i boot into linux, or can i edit grub from windows? any help is appreciated",1
i did exactly as https://help.ubuntu.com/community/recoveringubuntuafterinstallingwindows says. and thats where im stuck,1
"i read the link, but it appears to be directions that you use under linux?  i'm on windows xp right now, as it's the only thing i can get online with",1
the file is .txt which is created through windows,1
how do i use remote desktop from ubuntu to windows? kde has this remote desktop thingy but not ubuntu?,1
dia is available for windows. kivio is or will be shortly.,1
"koffice 2 will most likely be available for windows, current stable koffice isn't",1
"i am running both windows xp and ubuntu on seperate hds, i need to use the recovery partition on my xp drive, but i believe grub is stopping me from booting straight from the recovery partition",1
"hmm yeh but he's telling me that its working with the windows installation, but its not working with ubuntu, but i am thinking to myself that ubuntu release should have all the usb keyboard and mouse working properly",1
its called install on windows,1
i have a problem with the install to windows option of the new ubuntu,1
"no, that's not what happened, because it doesn't work in windows either",1
"evanlec, yes, in both windows and ubuntu",1
windows will always want to be on the first partition of the master drive...,1
"here's what i suggest, pop in a livecd like knoppix or the ubuntu livecd, format the entire drive and remove the partitions, format to fat32, then pop in your windows install disk, partition the drive the way you want it, put windows on the first partition, and linux on anything following, that's my advise, take it or leave it as you will",1
which partition are you trying to install windows on?,1
"basically, windows is not installling, after i installed gutsy",1
"hey, somebody here had problems installing windows after gutsy install?",1
anything but windows. :p,1
i am looking for a way to run windows xp in ubuntu.  does anyone have any suggestions?,1
"will vmware allow me to run windows, and thus office, through ubuntu?",1
hello i am trying to re install windows on laptop,1
keep sending to the wrong guest nick please do what the message tells you and chkdsk your drive in windows. if you dont have windows don't use ntfs,1
the ntfs driver doesn't like something about your ntfs filesystem. not a lot you can do. you can try and manually mount things with ntfs-3g drivers. you could also try turning off features of the fs in windows (i think shadow copies are a problem),1
no answer in #windows :(,1
ive seen similer questions asked in here.. with no answers.. you may want to check #windows and your fave search engine..,1
windows is like that.,1
my wife is now using openoffice on windows.  she complains when it's not the same as office. still i've offered to install msoffice for $149 student teacher edition.  she's chosen to save the money so far.,1
be sure to leave her a way to get back to windows if she ever needs it.,1
"well, i am moving my girl friend from windows to ubuntu heh, wish me luck ! ;)",1
yup its around my windows partition,1
"hey there, ive got windows and ubuntu installed on the same hd(dual boot), is there some way i can resize the ntfs just to give ubuntu another 5gigs diskspace? ive tried gparted but i cant resize the ntfs filesystem",1
"sorry i dont know what you mean buy primary parts but windowsxp takes up 20gigs, and ubuntu takes up 10 gigs, id just like to give a lil more diskspace to ubuntu, ill try the windows disc mangement though",1
"oh, yup i guess windows is the primary partition then, its using more ds",1
i only keep windows to use adobe director mx,1
"i've had better luck with abiword+charts and graphics converting into .docs for use on windows machine, and right now the openoffice word processor is the default for handling .docs, which is a minor annoyance, but not that big of a deal",1
no images are then displayed of all the windows on the current desktop.,1
but i want to see the e-mails that i have in windows,1
"on linux, i was downloading http. on windows i'm downloading with torrent.",1
"sweet, sweet 4kb/s download on windows compared to 1600bp/s in linux.. stupid linux software sellers. :\",1
"<- linux newb, windows admin trying to get away from the dark side.",1
vlc crashes an awful lot on linux in my experience... i think the devs focus more on windows now days,1
the best way to get them to start making a wider range of games for linux is to stop buying games for windows :x,1
all of windows got erased,1
"i installed ubuntu and sized the partitions, but i do not see windows as an option at startup",1
but the files are on a windows partition,1
"when browsing folders on a windows partition in linux, special characters are displayed incorrectly (like this: ""h\303\241k"", not ""hák"") how do i fix this?",1
on a windows box i run: scp -r user@bla:/mnt/whatever . and the folders in the windows dir are fucked,1
- im asking about where can i get it so i can install iis and try dual booting linux on windows on vmware,1
what is the host system? linux or windows?,1
"then don't ask in this channel, go into some windows forum or stuff",1
"damn, this is linux.. not windows. go call your customer support",1
"do you want to access the terminal window, or start the computer without running x-windows?",1
"and once you use ubuntu for a while, you wont' want windows anyway",1
"one linux machine, one windows machine lol",1
samba is irrelevant when accessing windows shared files,1
"in windows, you don't share a folder for a printer, you share the actual printer itself.",1
any one no how to set up a network printer when it is a canon 160 on a windows shared box,1
"boot up windows, let it run checkdisk (or run it yourself), shut down nicely and try again",1
"i installed ubuntu yesterday. i had a hard drive split into two ntfs partitions, one for windows, and one for file storage. once i finished burning the ubuntu cd, i pressed the reset button (ie, didn't shut down cleanly), because i figured i was formatting windows, so who cares...now that i'm trying to access my storage partition, i get this: http://i7.tinypic.com/8afjoe8.png",1
acty: no more windows. i deleted its partition to make way for ubuntu.,1
"it usually works, since if windows can write to a severely damaged filessystem (i've done it), then i'm not sure why ubuntu can't, however, i'm no expert ;)",1
did you install ubuntu from within windows (wubi)?,1
"boot into windows, remove wubi with window's add/remove programs, then boot from an ubuntu livecd and install ubuntu normally.",1
then your friend probably installed ubuntu from within windows using wubi. i would recommend that you re-install ubuntu in a normal dual boot configuration.,1
"sry, that all are windows programms ^^",1
some programs don't put an icon in your menu. windows is the same way.,1
"i guess, when something happens to windows installation, even ubuntu installation gets affected if you chose side by side-default.",1
guys is it it necessary to have a /home partition. i have other drives in my hdd and windows 7 too.,1
"just going to install ubuntu side by side windows 7 but using manual partitioning, to use for testing my php scripts",1
"you can see whether x windows is even registering the right-click events, which may guide you where to direct your troubleshooting",1
windows antivirus is probably rtestoring the mbr,1
"i have a problem, i installed ubuntu, grub boots both windows and ubuntu, but when i spend the whole day at the office and i get home at night, the bootloader no longer works",1
is it possible that windows xp overwrite a part of the bootloader or someting like that?,1
this is the windows one: http://www.adobe.com/products/flash/ qdobe doesnt provide a linux version,1
"its all about running x windows, the hal daemon makes the settings, so a configuration file isn't needed.",1
like u got windows installed without video drivers,1
"even with the world run amok with windows and macintosh users, the majority of the internet is unix-powered, i think. chats, browsing and suchlike come with ubuntu, period. messenger clients are easily found.",1
"i'm a former windows user, too.",1
thats no windows. no need to reinstall it.,1
you know how in windows you have like c:\users\bambanx\desktop\porn,1
i'm running ubuntu on my amd64 4000+ and everything seem to run a bit slow compared to windows. the usb mouse will hang when the system load is bad and so will applications. the system load gets bad just by surfing and viewing a video :( any suggestions?,1
"not really... but i suggest looking in the wiki, i'm sort of being attacked with windows right now.",1
"im gonna ask again,  i have installed ubuntu 9.10, and the partitioning of my drive is fine (2 windows formatted to nfts , 1 ext4 and one linux swap) however when i reboot i get an error message saying it cant find the root drive. when i boot into recovery mode, i cannot mount any drives because apparently ""/ect/fstab does not",1
"well, you can install 95 and then ask for help on a windows channel if you want :)",1
"ah i see, so it's good to have to scan from linux at windows or at files i might send",1
i found some old drivers here: http://www.versiontracker.com/dyn/moreinfo/win/55158 but again it's for windows xp.  try wine and see if it takes them,1
"he might need to install drivers through wine, as the 360 controller is likely expecting a windows machine?",1
the ability to make windows transparent,1
"user is setup, and has a password, yes.  user on the ubu machine is patrick, windows is rakai.",1
"to share with you, i feel that i am sick and tired of installing anything on windows",1
"you know. i think this may be the first case in the history of the entire universe that someone has a piece of simple hardware traditionally associated with windows users - and they can't find windows drivers for the damned thing at all, and it works with linux out of the box.",1
ever try to support windows for workgroups 3.11?,1
"when i say windows i mean ""xp""",1
for virtalbox you have a menu for auto adjust guest display or something.. it resizes the windows desktop,1
"i have a macbook pro, you are just going to overwrite the partition that boot camp makes for ""windows""",1
"otherwise you have to hold down option at boot to boot ubuntu, and it shows up as ""windows""",1
creating an empty partition (i don't have windows) and then shrinking the mac partition to create unpartitioned space.,1
"when ubuntu makes your windows partition small during install, does it check if the space it uses is free of data?",1
"well, can that corrupt a windows installation under certain circumstances?",1
"but it also runs on windows, various *nix, os x i believe, etc etc",1
"zkai, sure. but is there a windows front/back-end ?",1
have you ran windows sence install of ubuntu,1
you will know being you will see the windows files of course,1
you will see something like xxxgb medum thats windows,1
open your home dir on the left sde you should see the windows harddrive,1
"gsf1200s, it's a brand new laptop, battery last 6hours in windows and just 1 in ubuntu 12.04",1
"really, how do you avoid opening up multiple emacs sessions (windows)",1
i think i am using emacs21 in x windows.  but i just installed xemacs21,1
"i want the ftp users handled by the os so i can set the different folders they can view, as was done in windows, i just installed proftpd and gadmin for it and found it has its own user add settings but can i do it using users added in ubuntu?",1
i cant install the alternate cd cause my windows failed (it doesnt run),1
-alright.. if you get no scan results and you know the ap is broadcasting and available then you likely need a windows driver for it... :(,1
- what kind of card is it?  maybe you need windows drivers instead of linux?,1
ok switching boot order seemed to fix it i can see windows 7 and ubuntu - thanks,1
"it is in media, wubi is just a file in windows.",1
i used windows to load it. i dont have a working linux install atm,1
i know the card is fine because it works with my windows boot,1
"installed lamp ubuntu-9.04-server and i am unable to sftp in from my windows machine. i get ""error: network error: connection refused"" ""error: could not connect to server"" i also tried ssh using putty and i get ""network error: connection refused""",1
<will_here> i cant seem to sftp in from my windows machine,1
"i can boot just fine in windows, gentoo boot cd also works",1
well that surely sounds kinda wierd. do you have a windows partition on your computer?,1
windows: the only virus you pay for >.<,1
"i'm trying to rotate my monitor.  the dialog in ""screen resolution"" only gives me a ""normal"" rotation option, and xrandr -o left gives me errors.  i know for a fact the screen supports rotation, i've done it in windows.  http://paste.ubuntu.com/23720/",1
did you install it from windows=wubi?,1
did you use windows 1.1,1
hi. i own a small business selling video games and arcade parts. i used to use m$ windows but have switched for the most part to linux. one thing i need to do is get an inventory program and point of sale program on linux so i can let go of the dos days. can anyone point me in the right direction?,1
im usually too lazy and just use vnc not even over ssh. but im planning on setting up xcygwin on work windows box so i can ssh forward,1
try out xming ...i use that from windows: its really great!,1
"i have just bought a digital camera (sony dsc-w550) but no support for it, the cd that camed with the camera is for windows and cant find any usefull help on the web",1
"but, no pop windows saying anything to install the device",1
"i can't use the paste bin, coz the ubuntu computer is not connected to the internet. i'm using the other computer with windows",1
because it's always been my experience that w-w l-w and l-l transfers are fairly painless. it's only when you're trying to move files from windows to linux that you need to mess about,1
hmm... i definitely mis-spoke :d linux to windows is the tricky one.,1
.deb files work like windows .exe files. download and run them,1
"anyone help me fix my partation , ubuntu installer see all hd as one partation, and i have more than one also windows exist on hd",1
"currently partation made manual because i lost some due to windows install, but with ubuntu i use ubuntu installer and imstaller force me to partation",1
maybe windows type formatting prob?,1
"well, ntfs will defragment in a heartbeart, because windows' hdd cache management s***s",1
would not be really wise to do it anyway...you can still boot into windows after all,1
anyone experienced with booting windows 7 with grub???,1
"i installed linux awhile ago, just no put windows 7 as a duel boot, updated grub and it worked for about a night, came down this morning and windows 7 was frozen so i had to do a manual shutdown, now when ever i select windows 7 it just restarts the computer, i even tried using the repair disk.",1
"sorry, getting used to this new client (am a windows user, just getting into linux)",1
"ok, anyone in here have a suggestion for a non-technically enclined user who needs to do some web development involving php, phpmyadmin, mysql, apache and who is very accustomed to a well integrated ""suite"" of all these apps being preconfigured to work together (like uniformserver in windows)?",1
in windows?,1
"windows is eating my laptop alive. i used ubuntu before on my desktop and loved it, even though half the time i didn't knwo what i was doing. now, i've burned the ubuntu image on a cd and tried to install it.",1
ask #windows,1
how do you like the wibbley windows?,1
oic perhaps i never used a linux scaner before im used to windows,1
clamav is not really an antivirus for linux ... it scans mostly for windows viruses,1
oic perhaps i never used a linux scaner before im used to windows,1
you *can* under certain special circumstances get a windows virus to run under linux,1
can any tell me can a virus written for windows spread in my ubuntu,1
not like windows based irc :p,1
"the ##windows channel is where you should be asking as suggested, and no a dd wont work.",1
win to flash in windows works with a legit ms iso,1
i don't have windows...,1
"try closing your im windows first though, to be sure",1
"ah, okay. well, windows has something called internet connection sharing, which should allow that to happen, but i have never used it. this is more of a windows question than an ubuntu question.",1
"that's more of a windows question than an ubuntu question... but, in any case, i'd recommend buying a router, which is a device that will allow him to share the connection between the two pcs without any complicated software setup.",1
"he has a windows pc that has a good internet connection but he want to go online. in that case, how can he share his windows pc'c internet connection with his ubuntu pc? is that possible?",1
xeres_: ##windows,1
my dial up requires windows to install. shit people pc,1
but my isp don't like linux... it likes windows and requires ie be installed. :(,1
you could try finding the windows driver and using ndiswrapper to install it,1
check the guide nandemonai mentioned.. the patcher doesn't work right under wine/linux.. it'll work under windows with no problem,1
instructions followed exactly. i still have no window borders on any of my windows. :/,1
"specifically, the 'decoration windows' field, which says '(any) & class=!title=trans'",1
you can put lilo in the mbr it boots windows,1
you knwo of any firewalls taht pop up allow/deny messages like zonealarm? do you know any progs that allow you to limit ul/dl speed of applications like netlimiter for windows?,1
"if i try to install this windows machine with a av , it restarts - if i try to download a iso with rescue disc which has av it restarts randomnly",1
so generally these windows virus wont affect ubuntu based systems on the same lan right ?,1
"hi im having a weird grub problem. i am running windows 64 bit and installed from inside so i can just uninstall as a program.  the install goes fine, i have a partition set up just for ubuntu 11.04. boots up fine goes to 2 choices windows and ubuntu and when i choose ubuntu it comes up to the grub screen. when i choose the kernel to load it says ""need to load kernel first"" but if i go back into the grub menu again and choose the",1
"hey. my connection speed right now is 18mbps but it should be 54. what can cause this slow down and how can i fix it? (the speed is fine under windows, i have a dual boot with xp and gutsy 7.10)",1
windows game?,1
i actually am running windows vista,1
is there anyone who could help me out with my windows and ubuntu booting problem?,1
you also have no windows boot loader on the internal.,1
"on windows machine u can use ""partition magic""",1
ok again: how do i resize the ubuntu parittion without damaging windows,1
can i resize the paritition of ubuntu without loosing all my windows data?,1
so i'm about to dual boot between ubuntu and windows 7,1
"i mean, if you look around, windows is the odd ball, everything else is *nix systems, linux, bsd, solaris, osx, u name it :d",1
you're wrong windows still accquires 90% of all desktop systems,1
"i'm tired of seeing the windows being this stack of cards, very poorly done",1
"no windows for me anymore plase, used it from the days of dos + win 3.1",1
"hey folks, i would like to install ubuntu. however, the fonts is what always make me worry. i got used to windows font being nicer",1
if your windows 7 has viruses you must be doing something wrong,1
i'm talking about the windows driver,1
i knw if system is deleted the windows wudnt be able to boot,1
are you in windows?,1
download.com - your source for sypware free windows software.,1
"swap is a partition that ubuntu would use like a page file in windows, a ram overflow area.  give a screen shot of gparted looking at the hd.",1
"it don't blow as bad as windows. i've been running world of warpedcraft in wine, ever since i tried it i won't go back",1
"hi, i have just installed compiz fusion and i rebooted and now all my windows is like gray, im not able to drag or exit it minimize",1
"you won't be able to, windows doesn't have utils to set up linux partitions, i believe",1
no i was trying to set up the partions in the installer but it isn't working.   hould i set up the partion in windows?,1
it says failed to partion but lets me continue to the next step... i don't want to erase my windows though,1
there's 35.95 unsed gb on the rimary partion so i wanted to make a partion to install ubuntu and eep windows.,1
if i boot from the ubuntu cd it works from windows it works but when i boot normally into ubuntu it does not,1
i have had ubuntu installed on a dual boot at work on a dell optiplex gx620 i had to upgrade my graphics card for a windows application from the onboard intel chipset to a radeon x1550,1
migration assistant imports personal settings you have made in windows. you can ignore it without a risk.,1
"os[windows xp home edition, service pack 2 (5.1 - 2600)]  uptimeins 10secs]  cpu[2-intel , 1728mhz, 0kb (7% load)]  mem[usage: 573/1023mb (56.01%)]  hdd[88.82gb/111.78gb]  gfx[nvidia geforce go 7300]",1
your grub menu doesn't have windows on it ?,1
ya in windows i have,1
"yeah, it works fine in windows but in linux i can't see a mono or stereo mixer to enable",1
"oh, if you're not using direct rendering yeah that's equivalent to being in software mode on windows, so that would account for slowness lol",1
does anyone have a solution to enable quickedit like in windows in xterm/ konsole,1
nah im trying to dual boot the damn windows with linux,1
i once ran windows 95 with 4mb of ram on a 66mhz pentium,1
"jordan_u: it appears reformatting it will not be necessary... i formatted it fat32 using a windows computer (didnt know how to do it in linux), thedn copied the system files back on after changing the file permissions so everything is read write... now i can drag and drop in linux and play them, and also use as a storage dev without any troubles",1
"i have a strange, but hopefully easy to fix problem. usually if you want to run a dual boot system, for example, ubuntu and windows xp, you would splite the harddrive into two partitions. i have done this, but my computer wo'nt give me the option to pick weather i want to start windows or linux in the beginning, it just forces windows",1
"if it does, something is seriously wrong with grub,you can also install an ext2fs driver for windows if you like",1
"i have a strange, but hopefully easy to fix problem. usually if you want to run a dual boot system, for example, ubuntu and windows xp, you would splite the harddrive into two partitions",1
"get the supergrub cd and restore the windows boot ,",1
"the stage 2 grub is on the same partiton as your kbuntu  install , which is why you get an error,  you'll need to reinstall kubuntu , to get the full grub installed again and boot both os or restor the mrb to boot your windows",1
"im connected to my windows share on my windowsxp box and its filled with mp3 files how do i ""get""  them all at once ???",1
"and when i'm on my windows box, i just plug it into usb and only open itune when i want to dump music on it... you don't need itunes to charge... look up at the battery icon on it... you won't see the full-screen ""charging"" icon...",1
"anyone familiar with bridging in ubuntu? trying to get my nic to bridge to my wireless and isn't seeming to actually route traffic; works fine in windows, but that's only a proof of it's ability",1
well i installed ubutnu and it only partition 30gb i have 230gb which was windows xp it is now empty and a ntfs partition how can i create a new partition for all of the 230gb for use on ubuntu?,1
windows rules,1
"yes, but for short: the system uses a disk space when ram is busy. linux call this space swap (partition or file), and on windows it's the c:\pagefile.sys (i guess). search for swap on wikipedia, i think it will provide more general links.",1
"go into windows, run disk check, then defrag. then start over. it may fix the issue",1
try the instructions on this page http://apcmag.com/6101/dualboot_windows_xp_and_ubuntu it may have the solutiuon,1
when is the last time you did a defrad or disk check on your windows drive?,1
now i dont have the option to install along windows,1
"it won't show up in my ubuntu or windows, as when i plug it in it wont show up.",1
after installing the driver it said domthing about automaticalli configuring the xor.conf (recomended) or something and i chose to automaticalli configure it as it was recomended but aftert i had no titlebar or any means of moving/resizing my windows,1
"i remember when i was... i don't know... 13? it was sooo funny to tell someone to hold alt while pressing f4, or, worse yet in the ""old windows"" day to convince someone to press ctrl+alt+del twice fast. xd",1
"wine: could not load l""c:\\windows\\system32\\desktop.exe"": module not found",1
i dont know how that could be more annoying than the windows logo .. or even the netscape one,1
"after installing the new kernel, when windows have a pop-up, the pop-up doesn't appear right away, i have to click the taskbar for it to appear. nvidia 7800",1
"hmm, i didn't have this problem on windows, guess that makes windows the better os",1
by reverse-engineering the windows api,1
"the information on the windows api can be had at msdn, but yes we're getting off-topic",1
the wine compatibility layer translates the windows api stuff in windows programs and maps them to *nix apis,1
do you know how to send any ascii char? in windows i used to do alt+ascicode...,1
if windows then dear wine,1
"yes, since the majority of exploits are prob windows, but!",1
"hi i'm thinking about trying ubuntu on my notebook, but i want duel boot with my windows.",1
"flash is available for mac, windows, and linux, and can be downloaded free of charge here.",1
hey all! i recently deleted my ubuntu partition from windows and i am having issues with the grub now... it cant boot up my laptop since linux was the default . can anyone help me?,1
is there a way i can remove or fix grub from the live cd? and jus have it bootup with windows?,1
reinstall windows mbr i guess?,1
"like i want to install windows right and what i mean is, i have the iso file on the desktop (also on a separate usb drive)",1
like daemon tools for windows,1
i want to install windows and have the iso file,1
so how do i just mount like i did in windows and run the setup,1
i can't get wobbly windows to work any ideas,1
"lee__"" windows uses local time, linux uses utc. set them to use the same. sadly prolly easier to set linux to use local time.",1
if it it down in windows then you may need a new card i am using broadcom and it works fine in windows and patchy in ubuntu dapper,1
"as i am still a windows user, what is the best c++ compiler that i can use, with a reasonable ide that still follows all of the gcc rules",1
"indeed when i try to record i hear lot of noises but no voice, in windows working fine",1
"and just so that we are on the same page, i am a windows network admin, so i am not totally clueless, this just made me scratch my head a bit",1
"you can boot up from the cd, adjust your partitions so windows has more space, and then proceed",1
"sharad erusul dr_willis: well the problem is, that i cant get to x as i have a problem that i have highlighted before, my ubuntu just doesnt load x after the splash screen. also, yes i do have another partition where i have windows mounted, but i dont have much space in it. but i do have space on the partition where ubuntu is and where i would reinstall it.",1
"just a thought, if you delete your windows partition, will that also delete your ""mbr"", if that happens you might need to reinstall grub",1
"i'm not sure.  usually a reboot fixes the issues.  i'm assuming when you unplugged the hardware it phuxed itself.  do you have a windows box? i'd plug it in there and let it load up, then remove safely.",1
works fine on the windows partition =/,1
windows burn up faster,1
"in fact, when i boot a live cd, it kicks off my windows wifi on the next reboot",1
did you enable printer and file sharing on windows?,1
smb://windows-ip,1
can anyone help with connect through lan to a comp with windows7?,1
"so you were able to successfuly connect from windows, but can't do it from ubuntu, correct?",1
its possible no one in here knows what that program does for windows.,1
"windows xp says ""60% wireless signal strength"", but ubuntu claims half of that or even less.",1
"try booting from the windows installation cd, enter the recovery console and perform a chkdsk -r",1
"i need a bit of help- i decided to dual-boot  windows xp and ubuntu server 7.04 and i am having a bit of trouble booting up. when i choose windows xp, the xp loading screen comes up and i get the blue screen of death. any ideas? is my ntfs partition corrupted?",1
yea but in windows you can disabble it,1
"do a backup of your /home, download a 7.10 install cd and boot from that, you'll be able to specify that it uses the partition you've got your old version of ubuntu on and tell to format that, just make sure you'd don't format your windows partition",1
are you able to download the .iso using windows and then burn it to a cd? and are you able to boot from cd?,1
"if you can do that, that should let you burn the cd in from windows and then get on the way to installing the latest version",1
"hey everyone, have a problem, i installed ubuntu on a machine yesterday and i set it up to allow xdmcp connections so i can use xming from windows to connect, yesterday it worked fine but after a restart when i try and connect over an x session i get the ubuntu login screen, i enter my username and password, and then it just displays the background for ever, anyone with a similar problem?",1
"i justb wondered if there was a kind of ""best practice"" place. like in windows, you can install stuff to pretty much wherever you want, but it's usualyl best practice to put it in program files, so you know where everything is, i just wondered if there was something like that on linux.",1
it helps people more if you take them to the point where they ask the right question themselves. it was pretty obvious that he wasn't pinging the right address once we saw that a) the ubuntu box could ping the windows box and b) there was no block on the ubuntu box.,1
hm my xchat windows don't change colors when people talk.  grr,1
variant what happens if you have bad hardware in ubuntu like in windows you get a bsod what happens in ubuntu,1
"qt for windows? nah, i deleted my windows partition. i haven't booted into it for months",1
"hey all, are there any file manager junkies in here? anybody familiar with xplorer2 from the windows world?",1
try qt for windows ;),1
so i can't close my windows:\,1
what to do when i have beryl activated and i have no headers? so i can't move or close my windows,1
"how do i check? (i have the sproingy windows, is that a compiz setting?)",1
"hello again. i have checked under the advanced window settings, and the basic window settings. however, i see no way to make my windows transparent (so i can see throught one to the other.). does anyone have any suggestions as to where i might look. please?",1
should i boot on windows cd and run the fixmbr command?,1
samba is not an emulator for windows.,1
"i know, since samba is the emulator for windows, most people do that for simple ms word editing",1
samba is a set of programs to allow networking between linux and windows. it is not a windows emulator or anything beyond that.,1
for sharing file in windows,1
what is the wrapper that lets you use windows drivers for wireless?,1
"boot into windows, format the partition and run fixmbr",1
on windows fixmbr i believe,1
you want to access your windows disk?,1
you want it in front of other windows?,1
"trust me, once you get used to ubuntu, it's so much better, it's painful when you have to use a windows machine. it's all in the little stuff you can do.",1
"why as a second os? use ubuntu for everything you can, then windows for games or whatever you have to use it for.",1
"i'm used to windows, and i don't mind vista, aside from the boot times.  i suppose i could make ubuntu my main os, though, since all the development i do is java/web",1
smb makes it easier to network with windows.,1
i'm trying to work from windows box to ubuntu box,1
if you set up an smb/samba share you can browse that from windows,1
can you not browse to it from windows using ip address?,1
from windows you should be able to browse local network to find the samba share... what do you mean using firefox? to the apache webserver?,1
as long as you don't want to play your windows games :-/,1
ubuntu kicks windows,1
"hey, if he wants to get rid of windows, let 'em ;)",1
"i'we installed counter strike with wine. i think, that fonts for game are taken from ~/.wine/driver_c/windows/fonts",1
"windows?? arrrg! no, rather stick with dia. visio stinks!",1
and worst case scenario  you can run a windows one in wine,1
i already downloaded ndiswrapper and the windows xp drivers for this card incaswe you all cant help me get the native dvrs to work,1
resizing it a bit more complex then just read/writing to it. :) its somthign to watch out for with  the www.fs-driver.org stuff. i had windows crash badly and it trashed a ext3 partion very badly. :) ive leared to mount them in windows.. copy the stuff over then unmount them quickly,1
problem with xp reading/writing ext3 usign that ifs driver. is that if windows crashes. it can  leave the ext3 in a bad state. so linux has to check it at the next boot.,1
"i've had windows xp disc crash, is it possible to create a rescue disc with ubuntu or other linux distro where i can get the files from the harddrive that are still readable?",1
"hi, i just installed without the desktop.. what's the smallest and fastest x-server ? or windowsmanager.. :) just wondering which packages to grab",1
"so, i'm about to take the plunge and expunge windows xp off a laptop and put ubuntu in its place. however, i'm concerned that ndiswrapper might not cut it for wireless connectivity.",1
"howlingmadhowie:i know it is ntfs, because i came from windows... i have a file that i need to retrieve. i've tried using the absolute path with the sudo mount",1
i use windows as host and linux in vmware,1
and i think windows has virus,1
and want to run a scan withe linux the windows,1
"btw, i dont have windows installed anymore as it was just a test for school",1
"hi, i am having an issue with booting into ubuntu 12.04.  i had run it without any problems for a long time - but i was asked by my school to check out windows 8.  after installing it, then going back to linux, i now have an issue where ubuntu will only boot randomly -1/10 times is usually the average.  i was looking at my grub configuration and its booting (hd0, msdos1) even though i do not have a ntfs partition.  any ideas?",1
"this wouldnt apply even though i completely wiped my old linux install, installed windows 8, then completely  wiped it and came back to linux would it?",1
and i cant find a windows server 2003 server channel,1
just try ##windows?,1
"i cant set my 21.6"" screen resolution of 1680x1050. i have a laptop with intel graphic card. i set it correctly 1680x1050 in windows, but in ubuntu maximun o 1360x768",1
i have a discussion with windows users about this,1
windows computer?,1
like i want my girlfriend to be able to open stuff on her windows box,1
it uses samba itself as backend to find windows shares,1
"well there is a bittorrent client for windows firefox3, i can't seem to find one for linux",1
i used that when i used windows.,1
"i always have troubles with fat in nix, windows, anything",1
so u think it whould be better to defrag the fat drive with windows?,1
"the ext3 doesn't need defragging (unless you've messed default settings) - fat, i'd use windows to defrag tbh though there's likely an open source tool",1
"if its too complex i will leave it as i only just started trying a script today , i just wondered if it was like windows where you could copy it to a startup type folder",1
"thanks. my router is a linksys with ddwrt, i never had any probs with it before, plus my windows machine with yim works fine. :/",1
on 12.04 task switching is this fancy dynamic apple-expose-like movment of windows display.... the problem is this doesn't work well remotely using something like nx/x2go.  is there a way to disable this in unity? some sort of bare-bones task switching....also alt-tab doesn't work with my x2go so not sure if that's an option,1
windows: ntfs 60gb........... linux: ext3 15gb .... swap whatevre,1
can anyone please help me resize my partitions so my windows (ntfs) partition is smaller and my linux partition is bigger?,1
the only reliable way i know of is partition magic for windows,1
sudo su kill windows :),1
smbpasswd https://help.ubuntu.com/ubuntu/serverguide/c/configuring-samba.html#windows-networking-server has more about it,1
"if i try to connect to an ubuntu share from my windows machine it asks me for a login and password, how the hell do i know it? i didn't set anything",1
- sine i'm in #ubuntu i assume the 'lesser os' is windows? :),1
- perhaps my language is wrong... i'm used to windows using one partition... ubuntu is taking up the whole drive,1
heya guys. how would i add a ubuntu pc to a windows active directory / domain?,1
"every year around christmas time i try to install the latest popular distro on a different machine, thinking 'ok, this year i finally give up windows'.  then there's a problem with take your pic: sound driver, ethernet/wireless driver, video driver",1
i ended up having to edit the routing table.  do you know anyone who ever had to do that to get a driver in windows to work?  all of the people who say that these linux distros are easier than windows to install are just talking crap.,1
someone once told me there was an xwindows equivanlent..... but i think they were nuts,1
windows without blinds n desktop effects will be faster than ubuntu with beryl etc,1
um... you use virtualbox to run windows xp,1
they're hidden becaues they're used for internal usage... like hidden directories in windows.,1
"i don't think that'll work because wine won't read windows' registry etc., you have to install the program in wine itself",1
"you can't cd into windows-paths, only wine understands them",1
are you maybe trying to start something from a mounted windows partition?,1
"with that staion my bad its wma, windows media audio codecs",1
